id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNYOXJIVE5REAE,,5 months ago,2025-03-31 01:18:54.566457,5.0,alberto neira,47,https://www.google.com/maps/contrib/117417104019893546051/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNYMHY3UmFnEAE,"We were eating and everything was great and above all the attention and treatment of the waiter who served us, named Ibai (sorry if it is not written like that). It made us feel very good. Thank you",5 months ago,2025-03-31 01:18:54.567460,5.0,Ricardo Garcia,0,https://www.google.com/maps/contrib/102699800728947845885/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNYcUwzeGxRRRAB,"Very delicious in a quiet place and above all very well served by a very attentive and exquisite waiter. The flavor and preparation of the pintxos stands out, impeccable!!",5 months ago,2025-03-31 01:19:00.253810,5.0,Maria Alvarez,209,https://www.google.com/maps/contrib/106621384247329656626/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURuN1pQeWxBRRAB,,5 months ago,2025-03-31 01:19:00.256822,5.0,Josune Garrido,7,https://www.google.com/maps/contrib/101215403285856965795/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURudm9MZmlnRRAB,"The pintxo pot is delicious, the waiter is charming, he always finds a space for us. For dinner it's great, they have delicious things.",5 months ago,2025-03-31 01:19:00.257813,5.0,Frobs Frobs,139,https://www.google.com/maps/contrib/110540128257237687813/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNuOTd5eS1nRRAB,"Quality price and good service, very welcoming, I loved it",5 months ago,2025-03-31 01:19:00.266239,5.0,paco Morales,0,https://www.google.com/maps/contrib/100286644135680327226/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNueF9MZG9BRRAB,"Hello, we were eating this Sunday, September 29, the food was delicious, the dining room was small but cute and the waiters were very nice. We are from Almería and we give you a ten, you have a beautiful city, we will surely return.",6 months ago,2025-03-31 01:19:00.267738,5.0,Maria Perez,0,https://www.google.com/maps/contrib/104798559458298615833/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNuMjlyQTJRRRAB,"Two of us went to eat their menu of the day and it was a success. Quite a few options to choose from and all equally delicious. Don't forget their delicious croquettes. We really liked the desserts, in our case the cheesecake and the passion fruit mousse. Friendly, attentive and fast service.",6 months ago,2025-03-31 01:19:00.269740,5.0,Celia TR,0,https://www.google.com/maps/contrib/102797666050236683950/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNuOC1mYW9nRRAB,,6 months ago,2025-03-31 01:19:00.272740,3.0,PMM,0,https://www.google.com/maps/contrib/114952945245158185948/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURIdF91MVZREAE,"Essential!! The food is excellent, the service by Awais is at another level, always one step ahead. Totally recommended",6 months ago,2025-03-31 01:19:00.273734,5.0,German Villanueva,2,https://www.google.com/maps/contrib/110018947992291239300/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURIdDhQZWJBEAE,"We had 12 people for dinner and everything was delicious! The waiter was wonderful, Awais. I don't eat meat, and no one has ever been so attentive and had the detail to order all the dishes they could with the ham separately. It rained and they prepared a covered table for us in a second. We will be back for sure :)",6 months ago,2025-03-31 01:19:00.275740,5.0,MAITE MARTÍNEZ SENOSIAIN,0,https://www.google.com/maps/contrib/113522186493177384644/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURIX3YtNlZnEAE,,6 months ago,2025-03-31 01:19:00.279797,4.0,Ada lafée,11,https://www.google.com/maps/contrib/112593832482335962673/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURIcnQzMXZnRRAB,"The weekend menu is spectacular, the service is very good, we repeat!",6 months ago,2025-03-31 01:19:05.938686,5.0,Isa Soca,162,https://www.google.com/maps/contrib/102472199425531415243/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURIcHZqTTBnRRAB,,6 months ago,2025-03-31 01:19:05.938686,2.0,Iker Fernandez Inclán,12,https://www.google.com/maps/contrib/111049297106382042454/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURIMnV6QXJ3RRAB,"Very delicious food. Great attention. Prices maybe a tad expensive: For example, bread and service, €1.40 per person seems a bit excessive to me. Otherwise very good.",6 months ago,2025-03-31 01:19:05.938686,4.0,Mar Álvarez,118,https://www.google.com/maps/contrib/109184930236388438205/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURIcXZTTV93RRAB,,6 months ago,2025-03-31 01:19:05.938686,5.0,Ramón Lago,1,https://www.google.com/maps/contrib/111720457416272287217/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNIdi1LNXZnRRAB,Very nice tasty pintxos at a reasonable price. Really nice service.,6 months ago,2025-03-31 01:19:05.938686,5.0,Heike Burger,25,https://www.google.com/maps/contrib/105108869499195606408/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNIOVpPZURREAE,,6 months ago,2025-03-31 01:19:05.956173,4.0,Paolo Belotti,7,https://www.google.com/maps/contrib/116977055329761038430/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNIMHNMRVpBEAE,"We ate there. A warm salad, dogfish (very good) and cod pil pil, was a little dry and the portion was a little small. The homemade cheesecake is 100% recommended. Otherwise, a small place, but with a very nice decoration. The waiter's attention was very good.",6 months ago,2025-03-31 01:19:05.958161,4.0,Pilar S. Villena,569,https://www.google.com/maps/contrib/104600433158339397784/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3azZlckN3EAE,"Good place to eat, the best croquettes I've ever tried",7 months ago,2025-03-31 01:19:05.960858,5.0,alex carmona fuentes,0,https://www.google.com/maps/contrib/115691522406596111831/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3dGJxaFFBEAE,,7 months ago,2025-03-31 01:19:05.963879,5.0,Pawel Markowski,261,https://www.google.com/maps/contrib/102939874646690405160/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3dGNMVEp3EAE,,7 months ago,2025-03-31 01:19:05.965878,5.0,María Diestro,30,https://www.google.com/maps/contrib/104003777159128169156/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ3cGFlMnJ3RRAB,,7 months ago,2025-03-31 01:19:12.419233,5.0,Adrian Teso,0,https://www.google.com/maps/contrib/102656712382879216179/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3cGR5dGNREAE,"We found it by chance while walking through Vitoria when our reservation at another restaurant failed, and the truth is that it surprised us very pleasantly. The portions were very good and the pintxos were quite worth it. A good option in Vitoria",7 months ago,2025-03-31 01:19:12.419877,5.0,Jacobo Guillén,43,https://www.google.com/maps/contrib/105760266782941119523/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3aVlDWVdnEAE,,7 months ago,2025-03-31 01:19:12.419877,5.0,Clara Amir,5,https://www.google.com/maps/contrib/104180648572773048683/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN3eF9uZDJRRRAB,Very good place for snacks or dinner,7 months ago,2025-03-31 01:19:12.419877,5.0,Juan Antonio Teran,262,https://www.google.com/maps/contrib/103979965842518283621/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ3cnBXWXJRRRAB,Good service and excellent food. Especially the oxtail sirloin and the cheeks. Highly recommended site. We will return!,7 months ago,2025-03-31 01:19:12.419877,5.0,Judith Rodríguez Girón,0,https://www.google.com/maps/contrib/113752672257806954292/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ3X1BPUC1nRRAB,,7 months ago,2025-03-31 01:19:12.447898,5.0,Monica Giro,0,https://www.google.com/maps/contrib/103613078076814367666/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3OUlUdlBnEAE,Delicious,7 months ago,2025-03-31 01:19:12.448895,5.0,Julia P,37,https://www.google.com/maps/contrib/105361899733878096671/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3NUpDUVd3EAE,"Incredible, very good food overall, but the beans are excellent. Very good service and very friendly people.",7 months ago,2025-03-31 01:19:12.450896,4.0,Manel L. P.,190,https://www.google.com/maps/contrib/101669304479052610690/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ3bU1XWndnRRAB,"Good service and the food is quite good, perhaps a little expensive value for money, but overall very good.",7 months ago,2025-03-31 01:19:12.452900,3.0,Jose.,0,https://www.google.com/maps/contrib/110602416222514254747/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3cUpxaFZREAE,Dishes rich in flavor but very poor in quantity for a €25 business day menu.,7 months ago,2025-03-31 01:19:12.454901,5.0,LsNNonO,90,https://www.google.com/maps/contrib/118317008245383831508/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ3eUlEWnd3RRAB,The staff is friendly and the food is very good. They also offer a menu that is great.,7 months ago,2025-03-31 01:19:18.677317,5.0,Lau,15,https://www.google.com/maps/contrib/101811702674591095241/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNEcGZ2NnJ3RRAB,"Very good attention, outstanding in each dish. Very well prepared and freshly prepared food. We have eaten the €23 menu and the first courses seemed freshly made since in other places the dishes burn and the food is not as hot, this effect is usually done by the microwave. So price and quality a 10. To return",7 months ago,2025-03-31 01:19:18.681094,5.0,Marian V,15,https://www.google.com/maps/contrib/103822408864025710109/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3Z1BDYU9REAE,It eats luxuriously!!!!!,7 months ago,2025-03-31 01:19:18.681094,5.0,José María García González,84,https://www.google.com/maps/contrib/109714699175062218167/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUM3NTlhRFh3EAE,"I recently went to this restaurant, it was the city's festivities, we ate a la carte and the quality did not satisfy us, especially the so-called shrimp salad, but it lacked them. The narrow dining room and the unfriendly treatment. Bad quality-price ratio.",7 months ago,2025-03-31 01:19:18.681094,2.0,R. Dominguez,0,https://www.google.com/maps/contrib/112156016554268528848/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUM3eWVLLWlBRRAB,"Everything delicious, everything everything!! The ribeye croquettes have incredible flavour, so tasty!! The crispy and delicious shrimp omelette. The brutal artichoke hearts, the cod scramble, the stuffed squid, the meat, we loved everything we ate. And a great price, it seems like a fair price for that quality. Highly recommended, the staff is charming and the place is very cool.",7 months ago,2025-03-31 01:19:18.681094,5.0,Tesece,379,https://www.google.com/maps/contrib/115757682506526425650/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUM3eHAza2tRRRAB,"We have had lunch at this menu restaurant. It consists of a starter, two dishes, dessert and includes drinks. The food is of very good quality, well prepared and the service of the waiter who served us is excellent. Attentive at all times and explaining and recommending the dishes.  They also have a wide range of skewers for snacking.",7 months ago,2025-03-31 01:19:18.681094,5.0,Isabel Gonzalez Garcia,6,https://www.google.com/maps/contrib/114533245559117267567/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUM3NnJtX2F3EAE,,7 months ago,2025-03-31 01:19:18.690018,1.0,Kikeso Sova,15,https://www.google.com/maps/contrib/114705830435891080127/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUM3eXV5a2pnRRAB,Ideal space to have some tapas while touring Vitoria's Casco Viejo. Good product and good price,7 months ago,2025-03-31 01:19:18.691008,5.0,Jordi Sala,10,https://www.google.com/maps/contrib/100411591317822733275/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUM3aXVmQ1RBEAE,We went on purpose and despite the indication on the internet it was closed,7 months ago,2025-03-31 01:19:18.692008,3.0,j. Nyuls,249,https://www.google.com/maps/contrib/102006720598497218964/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUM3aVBEeUFREAE,,7 months ago,2025-03-31 01:19:18.695011,3.0,Edwin Torres,47,https://www.google.com/maps/contrib/109416382732860169833/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNPbzRPMVh3EAE,,7 months ago,2025-03-31 01:19:25.109574,4.0,Zigala Best,35,https://www.google.com/maps/contrib/116411895633529564069/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURiMTVLRHh3RRAB,,7 months ago,2025-03-31 01:19:25.109574,5.0,Sergio Jacob Brito Rodríguez,18,https://www.google.com/maps/contrib/115638710270687891086/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURibTZqem9BRRAB,,7 months ago,2025-03-31 01:19:25.109574,4.0,estibaliz amurrio,0,https://www.google.com/maps/contrib/113438808252049966784/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURidmJYOEx3EAE,,7 months ago,2025-03-31 01:19:25.109574,5.0,Beatriz Chicote Gutierrez,0,https://www.google.com/maps/contrib/106936287939764326322/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURicFphRGpRRRAB,We just spent €120 and we haven't been able to have a table with coffee. It's unfortunate to have to go to another location.,7 months ago,2025-03-31 01:19:25.109574,4.0,Benjamin prieto,0,https://www.google.com/maps/contrib/109883822839778622033/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURicXNxTUh3EAE,"Small restaurant hidden in the center of Vitoria, highly recommended if you want to eat typical quality dishes. It is usually full, so reservations are recommended. There is not a great variety on the menu, but the dishes are 10. They are not cheap dishes, even so the quality is worth the price. The place, being small, is quite noisy, yet it is cozy. The service is very good, and even though the place is full, they are attentive and helpful.",7 months ago,2025-03-31 01:19:25.125322,4.0,Cuentista De Cuentos,117,https://www.google.com/maps/contrib/116611999403997467861/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURiNktfWjRBRRAB,,7 months ago,2025-03-31 01:19:25.125322,3.0,Jenny S,7,https://www.google.com/maps/contrib/103855653928491265800/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNiOGItWUl3EAE,Very good restaurant to recommend to your acquaintances,8 months ago,2025-03-31 01:19:25.130390,5.0,didier guyot,474,https://www.google.com/maps/contrib/111185464583654585011/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNiM3FXdmx3RRAB,"Great value for money I recommend the menu 👍 👌 and look at the photos the oxtail and beans, a good but not superior diet",8 months ago,2025-03-31 01:19:25.132958,5.0,Ana de Gracia,9,https://www.google.com/maps/contrib/116614826496393240793/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNiMXZleW5nRRAB,At night the bar is closed and there are no pintxos. From the menu we ordered a txuletin and it is a rare beef fillet. We really didn't like it at all.,8 months ago,2025-03-31 01:19:25.132958,3.0,Santi,25,https://www.google.com/maps/contrib/113451036882133609447/reviews?hl=en
